context,wrong,right
"Manajamen maskapai tidak ada penambahan pesawat menjelang hari raya Imelk tersebut, namun mempreksi setiap kursi full terjual yaitu seluruh 120 kursi semuanya terisi.",mempreksi,memprediksi
Siswa Korsel-petani Merbabu pentaskan tari soreng di FLG,soreng,seorang
"""Kami akan gelar menyiram toilet bersama setiap Senin untuk mendorong semua kotoran yang terkumpul di slauran-saluran air,"" kata Walikota Bulawayo Thaba Moyo.",slauran-saluran,saluran-saluran
"""Diperkirakan, jumlah penumpang datang ini masih akan terus membeludak hingga H-1 Lebaran,"" ujarnya.",membelud,membeludak
"Dia mengatakan, tim Badan Penanggulangan Bencana Daerah (BPBD) Matra yang tiba dilokasi kejadian, mencoba menarik perahu kepinggir pantai namun juga kesulitan karena slingnya rusak sehingga memgakibatkan proses evakuasi menjadi lambat.",slingnya,seringnya
"""Mengingat khilafah ISIS menyusut dan semakin jelas kini bahwa proyek pemerintahan mereka gagal, telah membuat kelompok ini mereprioritasi gerilya,"" kata Columb Strack dari IHS.",mereprioritasi,memprioritasi
"Dengan demikian, unggulna keenam ini maju ke semifinal untuk bertemu pemenang antara unggulan utama Novak Djokovic dengan pemain Belanda Robin Haase.",unggulna,unggulan
"Malang, Jawa Timur (ANTARA News) - Ahli konstruksi jembatan Universitas Brawijaya, Malang, Prof Dr Sri Murni Dewi, menyatakan, Jembatan Soekarno-Hatta yang kondisinya dinilai sudah membayahakan masih bisa diselamatkan dengan cara memperbaiki pengikatnya.",membayahakan,membahayakan
Ketentuan mengenai orang asing dapat menghuni atau menempati rumah dengan cara hak sewa atau hak pakai juga harus sesuai ketentuan peraturang perundang-undangan.si,perundang-undangan.si,perundang-undangan.
"Selain itu, muncul pula kekhawatiran bagaimana jika saat hasil karya atau penelitian dia jukan, invonasi mereka justru dijiplak pihak lain.",invonasi,innovasi
"Di Banyuwangi  Kota sedikitnya ada delapan  gereja, yakni Gereja Maria Kota Damai di Jalan Jaksa Agung, Gereja Huriah Kristen Batak Protestan di Jalan Ngurah Rai, Gereja Bethesda di Jalan Ikan Wader, Gereja Btehel Indonesia dan Gereja Kristen di Jalan Ikan Cakalang, Gereja Kristus Ajaib dan  Gereja Heramel Ajaib di Jalan Dr Sutomo, serta Gereja Balai Keselamatan Perjanjian.",Btehel,Bethel
Aceh lama 1 merupakan seknario yang memadukan antara varian sistem ekonomi yang pro rakyat dengan situasi perdamaian yang gagal.,seknario,skenario
istirahtanya nada vagal (yang bisa digunakan untuk menilai tingkat,istirahtanya,istirahatnya
"Saat menyampaikan dukungan itu tampak hadir tokoh besar NU seperti KH Ahmad Subadar (pimpinan Pondok Pesantren Roudlotul Ulum Besuk Pasuruan), KH Miftahul Ahyar (pimpinan Pondok Pesantren Miftahussunah Surabaya sekaligus Rois Suriah PWNU Jawa Timur), KH Nasrudin (pimpinan Pondok Pesantren Senori Tuban Jawa Timur).",Miftahussunah,Miftachussunnah
"Untuk memodifikasi halaman web, konten traksasi di web, dan tak terlihat oleh pengguna maupun aplikasi web yang diakses.2.",traksasi,transaksi
Pihaknya juga mengapresiasi langkah Kementerian Pertanian dan sudah banyak memberikan bantuan ke daerah serta membuat berbagai regulasi dalam upaya mempercepat upaya khusus swasembada padi jagung dan kedelelai (Pajale).,kedelelai,kedelai
"Selanjutnya, kata Ahmat Yani tim eskpedisi Mapala UI akan berada dan menjalajahi TNLL sampai pada 02 Maret 2014.",eskpedisi,ekspedisi
"Kehadira Danial di Makassar untuk memanfaatkan hari libur berkumpul bersama keluarga di kota berjulukan ""anging mammiri"" ini.",Kehadira,kehadiran
"Dari dua sesi yang ada pada acara, Presiden Jokowi dinaubatkan menjadi pembicara utama dalam sesi pertama, yakni pembahasan mengenai stabilitas dan kesejahteraan Asia.",dinaubatkan,dinobatkan
"Alhasil, 7 orang anggota DPRD terpaksa ikut bersama ratusan pendemo menelusuri jejak-jeka patok (yang sudah dicabut) disemak-semak tapal batas lahan yang disengketakan.",jejak-jeka,jejak-jejak
"""Lama-lama akan terjadi kerusakan syaraf neuropatik diabetik dan kerusakan pembuluh darah,"" katanya.",neuropatik,neuropathic
Atraksi itu diperagakan usai upacara yang dipimpin Komandan Lantamal  Manadao Laksamana Pertama TNI Manahan Simorangkir.,Manadao,manado
"Bupati Nadalsyah mengatakan Rasulullah SAW hadir di muka Bumi adalah untuk menyempurnakan akhlak manusia, agar bertaqwa kepada Allah SWT serta berlaku baik kepada sesama manusia dan mahluk-mahluk ciptaan-nya.",mahluk-mahluk,makhluk-makhluk
"""Para guru ditakut-takuti kalau tidak meniyapkan proposal PTK bisa tidak lulus PLPG.",meniyapkan,menyiapkan
Tambahan satu poin ini membawa The Blues naik satu tingkat ke posisi 14 dengan 15 poin sementara Tottenham Hotspur di peirngkat lima dengan 25 poin dari 14 laga.,peirngkat,peringkat
"Selain dihadiri anggota APEC, pertemuan juga dihadiri Direktur Jenderal Organisasi Perdagangan Dunia (WTO), Ketua APEC Business Adviroy Council (ABAC), Sekretaris Jenderal ASEAN, ketua bersama Dewan Kerja Sama Ekonomi PAsifik (PECC), perwakilan Pacific Islands Forum (PIF) dan Melanesian Sprearhead Group (MSG).",Adviroy,Advisory
"Sementara itu, menjelang pemindahan kedua napi tersebut LP Krobokan tidak menambah pengamanan.",Krobokan,kerobokan
"Beberapa yang harus diingat jemaah haji, kata Nila, seperti mnejalankan perilaku hidup sehat dan tidak terlalu dekat dengan unta karena berpotensi menjadi perantara penyebar MERS-CoV.",mnejalankan,menjalankan
Puluihan buruh bersihkan sampah di kawasan industri Bandung timur,Puluihan,puluhan
"Harus mensosialisakan diri,"" pesan SBY.",mensosialisakan,mensosialisasikan
Namun Indonesia dan Malaysia tetap membutuhkan bantuan intrenasional untuk menaungi para imigran tersebut.,intrenasional,internasional
"Selain itu, Jalan Sulawesi, Jalan Irian dan sejumlah jalan di kawasan peciann juga terendam air.",peciann,pecinan
Jowoki petuahi bos RSUD Tarakan,Jowoki,Jokowi
"JAKARTA, KOMPAS.com - Direktur Eksekutif Indikator Politik Indonesia Burhanuddin Muhtadi mengatakan, kehadiran Raja Dangdut Rhoma Irama sebagai kandidat calon presiden (capres) Partai Kebangkitan Bangsa (PKB) belum memperlihatkan kenaikan elektabitas PKB.",elektabitas,elektabilitas
Blak-blakan saja saya baru tahu tentang kehebatan beliau itu minggu lalu.,Blak-blakan,blakblakan
"Biasanya diwujudkan secara ragawiah dengan ketaatan diri pada apa yang menjadi ketentuan alam; ketentuan air, ketentuan angin, ketentuan matahari, dan ketentuan tanah yang bermuara pada puseur atau pusat dari seluruh ketentuan atas kehendak Hyang Tunggal.",ragawiah,ragawi
Sementara itu Thailand berhasil melomta ke peringkat puncak peroelhan medali dengan menggeser tuan rumah Myanmar.,melomta,melompat
"Kegiatan workshop tersebut dilaksanakan Biro Pemerintahan dan Humas Setda Provinsi Sulut dengan mengusung tema ""Sulut Siap Bangun Kemaritiman Nasoinal Menuju Pintu Gerbang Asia pasifik"", dihadiri para birokrat dan akademisi.",Nasoinal,Nasional
"Kedua dilaksankaan keesokan harinya, yakni Minggu, 28 Oktober 1928, di Gedung Oost-Java Bioscoop dan dilanjutkan malamnya di Gedung Indonesisch Huis Kramat.",dilaksankaan,dilaksanakan
Karakter utama yang  menurut responden harus dipunyai oleh  pemimpin adalah ketegas- an dalam  menegakkan hukum.,ketegas-,ketegasan
"Setelah beberapa berunj uk rasa mengerahkan ribuan orang ke kantor DPR Kabupaten Aceh Tengah dan KIP Aceh Tengah, sembilan pasangan tersebut menggugat KIP Aceh Tengah ke MK.",berunj,berunjuk
"Akibatnya, saluran air dari laut menuju tambak tertutup  pasir, sehingga tambak tidak dapat difungsikan.",difungsik,difungsikan
"Qatar berpenduk 1,8 juta jiwa dengan penduduk asli berkisar 350 ribu orang, selebihnya mewakili kaum imigran seperti India, Pakistan, Asia, dan Afrika.",berpenduk,berpenduduk
"PLN direncanakan menggunakan gas dari lapangan Glagah Kambuna untuk ke pentingan pembangkit listriknya di Belawan, sedangkan PT Pertiwi menjadi distributor untuk konsumen gas kalangan industri di Kawasan Industri Medan (KIM).",pentingan,kepentingan
"""Mengingat ekonomi sekarang yang sulit perlu ditekankan bgaaimana menangani masalah-masalah jangka pendek, yaitu bagaimana memperkuat daya beli masyarakat, terutama masyarakat menengah ke bawah,"" kata Iwan Jaya Aziz saat konferensi pers usai bertemu Presiden.",bgaaimana,bagaimana
"Harapan kami paling tidak anak kami bisa ditampung dulu,"" kata Yosef Nurdin , di tempat penampungan, di kantor dinas sosial tenaga kerja dan transmigrasi Sikka.",igrasi,imigrasi
"Salah seorang pendiri Ikatan Wanita Pengusaha Indonesia (IWAPI) itu juga sangat aktif dalam kegiatan Anugerah Jurnalistik Adinegoro yang setiap tahun diselenggarakan PWI Pusat untuk mengenang sekaligus meneruskan semangat Adinegoro sebagai wartawan multitalenta, juga sebagai kartograf (pembuat peta), penulis cerpen dan novel, serta pendiri Radio Republik Indonesia (RRI) di Bukitinggi.",kartograf,kartograph
Pascal WERHLEIN (Jeman) Manor,,21
"Hanya saja, politikus Partai Demokrat yang juga adik ipar Susilo Bambang Yudhoyono (SBY itu enggan mengomentari anggaran pengadaan kasur yang emncapai Rp 12,45 miliar.",emncapai,mencapai
Jakarta - Badan Pemeriksa Keuangan (BPK) akhirnya menyerahkan Laporan Hasil Pemeriksaan (LHP) atas audit invetsigasi proyek Hambalang di Kemenpora.,invetsigasi,investigasi
Huawei hadrikan smartwatch berlapis emas,hadrikan,hadirkan
Kemenangan Barruichelloo ini sekaligus mempertipis jarak antara kedua pebalap Brawn GP ini.,Barruichelloo,Barrichello
"Dalam kunjungnanya itu, menteri menyerahkan bantuan dari Kementerian Perdagangan bagi para pengungsi di wilayah Banjir Baleendah, Dayeuhkolot dan Bojongsoang berupa selimut, bahan makanan, susu dan beberapa kebutuhan pengungsi lainnya.",kunjungnanya,kunjungannya
Bupati Kabupaten Administri Kepulauan Seribu Achmad Lutfi tampak hadir menyambut ratusan anggota Partai Demokrat yang tergabung dalam rombongan tersebut.,Administri,Administrasi
"""Dari investor, surat berharga berdoniminasi valas juga terus naik,"" ucapnya.",berdoniminasi,berdominasi
KOMPAS.com - Perusahaan-perusahaan penerbangan dan kapal di seluruh dunia menawarkan pengembalian uang (refund) bagi wanita hamil yang dijadwalkan mengunjungi negara-ngeara yang terpapar virus zika.,negara-ngeara,negara-negara
"Partai keempat ganda putri menjadi partai yang menegangkan bagi kedua tim, dan Tiongkok hanya memerlukan menang di ganda putri itu untuk memastikan melaju ke final..",final..,final
"Untuk itu, pihak stasiun pengisian dan pengangkutan bulk elpiji (SPBE) lebih teliti memeriksa tiap tabung yang keluar dan masuk, dangn harapan bisa mengurangi risiko kecelakaan akibat tabung rusak.",dangn,dengan
Saat itu Arvin hanya finis pada urutaab kedua di bawah Amir Zargari.,urutaab,urutan
"Berkaitan dengan listrik, Alfado Kasroh membuat teknologi yang memungkinkan manusia dapat mematikan dan menyalakan listrik gedung hanya dengan SMS.",Alfado,Alfredo
"""Saya sudah mengundurkan diri supaya lebih konsnetrasi ke Komisi Penyiaran dan itu juga sesuai dengan syarat keanggotaan KIP yang diatur dalam Undang Undang Nomor 14 Tahun 2008 tentang Keterbukaan Informasi,"" kata Bonaventura yang juga dosen universitas swasta di Solo.",konsnetrasi,konsentrasi
Jacksen mengaku keberadaan Andik Vermasnyah maupun Greg Nwokolo bisa membuat variasi baru pada timnas.,Vermasnyah,Vermansyah
Edy berada di Bogor mengikuti pertemuan kordinasi teknis pengolahan Bokar bersih yang digelar Ditjen P2HP Kementerian Pertanain 12 - 13 Mei dan diikuti berbagai kalangan terkait di sektor perkaretan nasional.,Pertanain,Pertanian
"Pabalap Torro Rosso tersebut mencatat putaran terbaik dalam 1 menit 49,434 detik.",Pabalap,Pembalap
"Kediri (ANTARA News) - Gubernur Jawa Timur Seokarwo menyatakan bencana letusan Gunung Kelud di Desa Sugihwaras, Kecamatan Ngancar, Kabupaten Kediri, menjadi bencana provinsi.",Seokarwo,Soekarwo
"""Memang benar ada salah seoarng pelaku kejahatan yang sedang dirawat di RS Bhayangkara, dan semua biaya pengobatan akan ditanggung Polri,"" ujar Kapolrestabes Makassar Kombes Pol Erwin Triwanto di Makassar, Senin.",seoarng,seorang
"""Intervensi itu sesungguhnya dinaytakan dalam Konvesi PBB 2003 yang sudah diratifikasi tentang para pihak yang mempertimbangkan janji tawaran pejabat publik secara langsung maupun tidak langsung dalam menggunakan pengaruh jabatan publik yang ada atau dianggap ada untuk menghasut orang lain,"" jelas Muhibuddin.",dinaytakan,dinyatakan
Beberapai kali wasit pun melayangkan kartu kuning kepada pemain.,Beberapai,beberapa
Keduanya mengalalami gejala keracunan gas dari sumur minyak Sukowati 9 Pad A. Keduanya masuk instalasi gawat darurat pada Kamis kemarin pukul 22.00.,mengalalami,mengalami
"Penganiayan itu dipicu lantaran Wibowo dituduh mengintip seorang siswi SMK Kesdam yang tengah mandi di kompleks RST dr Soedjono, Kota Magelang pada 13 April 2013 lalu.",Penganiayan,penganiayaan
"""Batas penaganganannya cuma sampai 28 hari,"" kata Pupu.",penaganganannya,penanganannya
"Bukan cuma bisa mengetahui apakah pesan sudah terkirim atau dibaca, tapi juga bisa diketahui apakah penerima merespon pesan itu.- Bukan cuma bisa berbagi file melalui ponsel, tapi bisa juga berbagi foto dan voice note, semua dalam sebuah perpesanan instan.- Keep your group in the loop--fitur yang memungkinkan pengguna bisa melakukan percakapan dengan lebih satu orang bersama-sama.",instan.-,instan
"Mudah-mudahkan segera diputuskan Bappenas agar 2016 bisa dilakukan pengadaan untuk memperkuat pertahanan dan keamanan dan mengawal kedaulatan NKRI,"" kata mantan KSAD ini.",Mudah-mudahkan,mudah-mudahan
Basuki pun berceloteh bahwa diesel adalah mainannyaya semasa kecil.,mainannyaya,mainannya
"Menurutnya,  Hansip atau Linmas lebih dekat kepada masayrakat dan mereka tidak digaji.",masayrakat,masyarakat
Kelok 44 yang merupakan tanjakan tertinggi di TdS akan menjadi pembuktian bagi pebalap-pebalap asal Iran itu.,pebalap-pebalap,pembalap-pembalap
Peluncuran enam satelit hari ini baru tahap pertama dari proyek pengmebangan infrastruktur satelitnya yang akan dilakukan hingga beberapa tahun ke depan.,pengmebangan,pengembangan
"SINGAPURA, KOMPAS.com - Ganda putra dan ganda campuran masih menjadi andalan tim Indonesia untuk memenuhi target dua gelar di Singapura Terbuka yang akan berlangsung di Sngapore Indoor Stadium, 7-12 April.",Sngapore,Singapora
Konsultan perusahaan agen iklan  itu mengatakan periklan di Google Adsense dapat dipakai untuk menyerang merek tertentu yang sudah memimpin pasar ataupun melindungi merek sendiri dari serangan merek lain.,periklan,periklanan
"Apabila nantinya ditemukan perbedaan signifikan pada hasil akhir dari masing-masing lembaga survei maka kami akan berkonsultasi dengan Majelis Tinggi PD,"" kata Sektreataris Komite Konvensi PD Suadi Marasabessy di Wisma Kodel, Jakarta, Jumat.",Sektreataris,Sekretaris
Barcelona (ANTARA News) - Chelsea mulai mengendap-ngendap dengan mendekati ayah dari Lionel Messi menyusul konflik pemain berjuluk La Pulga itu dengan pelatih Barcelona Luis Enrique belakangan ini.,mengendap-ngendap,mengendap-endap
"Dari akvitasnya di dunia mode itulah, ia bertemu dengan Andhika Gumilang (22) yang disebut-sebut memiliki hubungan dekat dengannya.",akvitasnya,aktivitasnya
"""Malleola inflata berhabitat di dataran rendah dengan ketinggian 300-700 meter dpl, antara suhu 26-28 derajat Celsius.. Tanaman ini bisa berbunga sepanjang tahun.",Celsius..,Celsius
"""Hal ini agar pihak pengamanan tahu mana yang harus dihalangani dan mana yang diperbolehkan.",dihalangani,dihalangi
"Massa mencatat waktu tercepat yaitu1 menit 35.392 detik, diikuti rekan setimnya, juara dunia Kimi Raikkonen yang terpaut 1.067 detik di belanag Massa.",belanag,belangan
"Menurut dia, kondisi tersebut maka masayakat umum yang mempunyai hak pilih dan Panwaslu tidak bisa mengawasi lebih cermat akibat ketidakakuratan data tersebut.",masayakat,masyarakat
"""Maka mengantisipasi terjadinya kekabakaran hutan dan lahan yang lebih meluas diperlukan pengendalian.",kekabakaran,kebakaran
"""Kota sebagai produk harus kita tentukan potitioning-nya mau di mana?",potitioning-nya,positioningnya
"PT Soma Daya Utama merupakan perusahaan swasta pertama yang membangun mesin pembangkit listrik tenaga uap di Karimun, dua unit mesin tersebut memiliki daya jauh lebing tinggi dengan daya yang dihasilkan dua mesin PLTU Tanjungsebatak yang dimiliki PLN yang hanya berkapasitas 2x17 MW.",lebing,lebih
"Ia mengatakan, pada tahun 1980 daerah Rancamaya terkenal sebagai sentra penghasil durian yang enak.",Rancama,Rancamaya
"Setyaldi mengalami cedera di engkel kirinya usai mengatasi bola di depan net saat ia memimpin 8-6, ia sempa memaksakan untuk melanjutkan laga, namun akhirnya ia memutuskan untuk berhenti bermain saat kedudkuan 9-15 dan menyerahkan gelar juara kepada wakil PB Hi Qua Wima, Febriyan Irvanaldy.",kedudkuan,kedudukan
"Dalam kegiatan itu, mereka antara lain menuntut pemerintah meratifitas Konvensi ILO nomor 189 tahun 2011.",meratifitas,meratifikasi
"Ia berharap, pimpinan DPR RI bisa menerima dan mengimplementasikan surat pergantian pimpinan fraksi tersebut karena jabatan pimpinan DPR adalalah milik publik, tidak lagi menjadi milik partai politik.",adalalah,adalah
"Kalau kayak gitu mereka masih sanggup enggak markirkan kendaraannya?""",markirkan,memarkirkan
Setiap fungsi organ diceritakan secara detail melalui gerak tubuh Moriyama yang mengenakan pakaian hitam ketat dan dengan diiringi musik yang ceria oleh Kawasae Kousuke.,Kawasae,Kawasaki
