context,wrong,right
"Diakui Stefanus, a kibat tingkat kesehatan masyarakat di kampung-kapung masih memprihatinkan.",kampung-kapung,kampung-kampung
"Ia menyontoh, jika ada kasus yang tidak bisa diselesaikan secara adat maka akan diselesaikan.",menyontoh,mencontoh
"Dia mengungkapkan, bahwa desa tersebut adalah, Desa Benuang Sakti, Ulak Patian, Kepenuhan Hilir, Kepenuhan Timur, Kelurahan Kepenhan dan Desa Sei Mandian SP 5.",Kepenhan,Kepenuhan
"""Dia maju ketika pentolan KMT tak berani menegambil tanggung jawab,"" kata Keng Tsun-chieh kepada AFP, ""Kami marah atas hasil-hasil itu tapi tak bisa berbuat banyak -- Hung telah meminta kami untuk menghormati keputusan itu dan menyerukan lebih banyak orang untuk bergabung dengan partai jika mereka berharap untuk mereformasinya,"" demikian AFP.",menegambil,mengambil
"Ferrer yang kini menempati peringkal lima dunia, menemani kompatriotnya Rafael Nadal, yang meski belum turun bertanding sejak Juni akibat cedera masih memastikan tempatnya dalam turnamen bergengsi itu.",peringkal,peringkat
"""Kita prediksi tidak gugur karena sidang tetap dianjutkan dengan pemeriksaan saksi dan alat bukti,"" ujarnya.",dianjutkan,dianjurkan
"Studio yang dibangun tahun 2002 itu memang berada di antara permmukiman warga, sementara tepat di belakang bangunan tersebut mengalir deras Sungai Bedog.",permmukiman,permukiman
Penyanyi dangdut itu meraih penghargaan sebagai Celebgram Female of the Year dalam ajang Socmed Awards 2016.,Celebgram,Selebgram
Kepolisian adalah isnstitusi yang sangat vital dalam pembangunan bangsa dan menjaga keamanan rakyat Indonesia.,isnstitusi,institusi
"Selain menggugat hasil pilpres, kandidat yang diajukan artai Golkar dan PKB ini juga akan mengajukan Judicial Review ke Mahkamah Agung.",artai,partai
"Dari pantauan Antara, saat ini sekompi anggota Brimob disiagakan membentuk barikade di depan gedung Bareskim dan halaman menuju Gedung Utama Mabes Polri.",Bareskim,Bareskrim
unit Wacom Intuas Pro Large untuk masing-masing peserta anggota,Intuas,Intuos
"""Setelah masa pengembalia n formulir selesai pasangan bakal calon akan mengikuti tes kesehatan yang dilakukan di RSU Kota Tangerang 11-13 Agustus 2008,"" kata Imron.",pengembalia,pengembalian
"Menurut Asli, seolah-olah bayinnya itu, tahu sedang  terjadinya  musibah letusan gunung Sinabung.",bayinnya,bayinya
Satu truk trailer tanpa muatan bernomor polisi B 9691 JG dari arah Surabaya menuju Pasuruan menabrak bus sekolah Yayasan Penddikan Sosial dan Maarif (YPM) dan sebuah mobil Honda Jazz.,Penddikan,Pendidikan
"Peraih dua medali emas SEA Games Laos 2009, yang kini berlatih di Kota Salatiga ini lebih memilih untuk fokus   mempersiapkan diri semaksimal mungkin ketimbang memperkirakan nominal hadiah yang kemungukinan diterimanya.",kemungukinan,kemungkinan
"MINUSCA dibentuk pada 2014 untuk membantu mewujudkan perdamaian di negeri itu, setelah bubarnya pemerintah dan pertempuran antar-anggota masyarakat, Xinhua melaporkan.",antar-anggota,antaranggota
"Indonesia butuh eksekutif yang gemar menulis, membagi pengalaman dan ilmu untuk menjadi inspirati bagi lingkungan dan bangsanya.",inspirati,inspirasi
"Namun, tidak bagi mazhab lainnya, bahkan Imam Malik menganggap qunut subuh adalah bid'ah (satu amalan yg tdk dicontohkan oleh Rasulullah saw) sebagaimana hadits yg brsumber dari Anas ibn Malik ra.",brsumber,bersumber
"Dalam perntandingan terakhir, kedua tim sama-sama kalah atas lawannya masing-masing.",perntandingan,pertandingan
"Usai kegiatannya, Prabowo tidak berkomentara banyak.",berkomentara,berkomentar
"Ia memberi contoh pada Ahok sebagai petahana, bahwa banyak orang yang enilai Ahok berhasil membuat pelayanan birokrasi seperti di Kelurahan cepat, ada upaya untuk mengembalikan fungsi daerah hijau, pemda yang transparan, budget online dan lainnya.",enilai,menilai
"Dalam mengungkap kasus pemabalakan liar tersebut, kata dia, polisi bekerja sama dengan Perum Perhutani.",pemabalakan,pembalakan
"Kelalaian itu pula, menimbulkan reaksi yang gagap dari para parpol menyambut akselerasi Ahok meniti jalur perseorangan hanya dengan melemparkan isu-isu nonsubstansial jelang kontestasi Pilkada DkI 2017.",DkI,DKI
"Para pendukung Roma dan Juventus memiliki rivalitas yang sengit, dan tim-tim yang mereka dukung bertarung untuk meraih gelar pada musim ini, emikian AFP.",emikian,demikian
"Tampaknya, potensi itulah yang coba diekplor oleh Falcon Pictures dalam garapan film terbarunya ""La Tahzan (Jangan Bersedih)"".",diekplor,dieksplor
"Selain Husni, KPK juga memanggil Kepala Biro Keuangan Kementerian Pariwisata Harmawi dan F Armaw.",Harmawi,Hamawi
"Awal bulan ini gempa berkekuatan 4.,4 skala Richter berpusat di utara Los Angeles melanda banyak daerah tetapi tidak menimbulkan keruasakan properti, demikian Reuters.",keruasakan,kerusakan
"Tapi bagusnya sih nanyanya ke pengamat saja ya atau ke DPP saja,"" kata dia.",nanyanya,nanya-nya
"""Nantinya dari kerja sama ini, bisa mendorong munculnya produk karya ilmiah dan karya teknologi untuk dimanfaatan publik.",dimanfaatan,dimanfaatkan
"Menurut mantan anggota DPR-RI dari PDIP itu, langkah yang harus diambil untuk memwujudkan kedaulatan pangan khususnya daerah yang saat ini dipimpinnya di antaranya mengendalikan laju alih fungsi lahan pertanian ke non  pertanian.",memwujudkan,mewujudkan
"Ki mencetak gol perdananya untuk klub di pada pertandingan pembukaa musim Swansea, saat mereka menang atas Manchester United di Old Trafford, dan mampu impresif saat pasukan Monk memenangi dua pertandingan pembukaan Liga Utama Inggris pertama mereka.",pembukaa,pembukaan
"Menteri Hukum dan HAM, Yasonna Laoly menuturkan pihaknya telah menerjunkan tim dari Direktorat Jenderal Pemasyarakatan (Ditjen-PAS) untuk menginvesitasi peristiwa memalukan tersebut.",menginvesitasi,menginvestasi
"Bagaimana tidak, bertahun-tahun Bbekerja di Malaysia, Widyastuti dikabarkan meninggal karena sakit.",Bbekerja,bekerja
"Pesilat dari perguruan Pamur Madura yang kini berstatus atlet DKI Jakarta itu tampil dengan baluta pakaoan hitam, tampil apik memainkan tiga jurus dalam tempo tigha menit itu dan mengumpulkan nilai 464 sama dengan Quang Trung.",tigha,tiga
"Ke-28 cabang olahraga yang akan dipelatdakan adalah judo, drum band, sepeda, wushu, tinju, angkat beai dan angkat berat, kempo, boling, karate, taekwondo, senam dan dayung.",beai,besi
"Sejumlah saksi termasuk Chintami Atmanegara dan anak buahnya di sanggar senam Primadona, Alicya Gres, juga telah dimintai keterangan.",Alicya,Alicia
"Di sisi lain, pemerintah juga saat ini memiliki nota kesepahaman kerja sama mengenai e-governement dengan Korea Selatan dan Singapura.",e-governement,e-government
"Sementara itu rencana tur ke Eropa dijadwlkan dimulai di London, Inggris pada 6 April nanti.",dijadwlkan,dijadwalkan
"Riset unggulan meliputi Unformation and Communication Technology (ICT), Nano Science and Technology, Genome Technology, Indigenous Studien dan Urban Studies.",Unformation,Information
"Terkait hal tersebut, mengantisipasi masuknya paham ISIS di Kabupaten termuda di Kalimantan Barat itu, Pemerinrtah Kabupaten Kubu Raya menggelar ""Ngaji Kebangsaan"" yang diikuti tokoh masyarakat, tokoh agama, organisasi kemasyarakan dan Organisasi Kemahasiswaan serta pihak kepolisian.",Pemerinrtah,Pemerintah
"""Kami berharap kondisi jalan itu segera diperbaki guna menopang perekonomian masyarakat,"" ujarnya.",diperbaki,diperbaiki
Turunnya harga beras di Cipinang akan diikuti oleh pasar-pasar tradisinal yang lain.,tradisinal,tradisional
"Kapolsek Tuntang AKP Edy Suharyanto memimpin langsung olah tempat kejadian perkara, polisi baru memeriksa saksi karena korban masih dirawaty di rumah sakit.",dirawaty,dirawat
Dortmund menerapkan taktik menyerang total karena tertinggal gol tandangn saat ditahan The Reds 1-1 pada leg pertama perempatfinal di Signal Iduna Park Jerman pekan lalu.,tandangn,tendangn
"Menurut Marlock, guru-guru masa kini gagal mendisiplinkan, menertibkan dan membentuk akhak mulia siswa.",akhak,akhlak
Persyaratan umum sebagaimana dimaksud pada ayat (1) huruf a :a. warga negara Indonesia yang telah berusia 18 (delapan belas) tahunb.,tahunb,tahun
Pesta Budaya Sekura secara definisi merupakan perayaan dan atau ungkapan kegembiraan masyarakat secara bersama-sama dengan bertopeng (menutup wajah) dan mengubah penampilan sedemikian rupa yang sifatnya menghibur serta bertujuan utama bersilaturahim yang berpuncak pada panjat pinang secara berkelompok dengan sistim beguai jejama (gotong royong).,jejama,Jejama
"Tempat ibadah yang dipilis adalah Mesjid Al Himah Jalan Gatot Subroto Timuran Solo, Rabu.",dipilis,dipilih
Mesin ICBM yang diuji pekan lalu diklaim dapat mmengantar hulu ledak hingga ke New York dan Washington.,mmengantar,mengantar
Namun ia menyebut semuanya masih pada tahjap awal sehingga tidak mau hur-buru menanggapi pertanyaan soal rencana kerja sebagai anggota legislatif.,tahjap,tahap
"Ketika ditanya soal erlu mundur tidaknya Bupati Temanggung Totok Ary Prabowo, Mufiz menyatakan hal itu tergantung pada pemerintah pusat.",erlu,perlu
"Koresponden Antara di Jayapura, Rabu melaporkan ketua panwas Alfonsius menghindaar saat tim pemantau pemilu LP3 NKRI tiba di depan Kantor Badan Pengawas Pemilu Provinsi Papua.",menghindaar,menghindar
"Seperti proyek serupa dbantuan DKK di sejumlah lokasi lainnya di Indonedia, peluncuran air ini mengandalkan pompa hidram berteknologi air tolak air.",dbantuan,bantuan
"""Sekiranya singgah ke Muara Kakap, cecapi juga santapan khasnya: Pengkang.",cecapi,kecapi
Mereka menemukan bahwa dua pengkualifikasi bahan katalis bagus adalah jerapan atau adsorpsi energi hidrogen dan kekuatan pasangan Lewis--pengukuran perbedaan antara ionisasi potensialnya dengan afinitas elektron.,pengkualifikasi,pengualifikasi
Kederadaannya dianggap kunci untuk mengarahkan polisi ke tempat penyimpanan senjata rakitan.,Kederadaannya,Keberadaannya
Koalisi LSM akan mengggat Presiden Susilo Bambang Yudhoyono dan Menteri Keuangan (Menkeu).,mengggat,menggugat
Risma menegaskan tidak akan menggunakan uang dan berharap jika terpiliha kembali tidak melakukan tindakan yang melanggar aturan.,terpiliha,terpilih
"""Dulu hanya bisa bangun empat-lima lantai, seklarang bisa dinaikkan lagi menjadi 20 lantai,"" katanya.",seklarang,sekarang
"Wakil Ketua Umum Persatuan Hotel dan Restoran Indonesia (PHRI), Riyanto Sofyan mengungkapkan wisata syariah bukan hanya wisata ziarah atau wisata religim tetapi merupakan jenis wisata pada umumnya, seperti wisata alam, wisata budaya, wisata kuliner, wisata belanja, dan bahkan wisata peluatang yang lebih bernuansa keluarga dan kondusif terhadap nilai-nilai Islami yang terbuka dan ""rahmatan lil alamin"".",religim,religi
Jalur ini nantinya bisa menghubungkan pengguna jalan untuk menuju Kota Tangerang atau tol Jakarta-Merak setelah melalui beberapa kawasan seperti Universotas Multimedia Nusantara dan juga Bouloevard Gading Serpong.,Universotas,Universitas
"Wakil Bupati Sleman Yuni Satia Rahayu, mengapresiasi enyelenggaraan Festival Gerobak Sapi 2013.",enyelenggaraan,penyelenggaraan
"Menurut Nasser, pendapat dari lembaga pengawas kepolisian itu diperlukan karena selama ini Kompolnas berada dalam posisi yang secara kontitusional memberikan saran dan pertimbangan kepada Presiden terkait pengganti Jenderal Timur Pradopo.",kontitusional,konstitusional
"D.emikian diberitakan Kyodo--yang dipantau ANTARA News, di Jakarta, Senin",D.emikian,Demikian
"Perenang Indonesia Idham Dhasuki juga harus puas meraih medali perak pada nomor 200 meter gaya dada putra dengan catatan waktu 2 menit 20,23 detik.",Dhasuki,Dasuki
"""Kalau itu betul, saya menyayangkan empat lain kmudian begitu mudah menyerah,"" kata Busyro.",kmudian,kemudian
"Dijelaskan, alokasi dana pada Badan Penanggulangan Lumpur Sidoarjo (BPLS) Tahun Anggaran 2013 hanya diperuntukan bagi tiga desa dan sembilan rukun tetanga (RT) di luar peta area terdampak.",tetanga,tetangga
"Penyelenggaran Gebyar Hardiknas dalam rangka menyambut Hari Pendindikan Nasional (Hardiknas), 2 Mei.",Pendindikan,Pendidikan
"Api diduga belum sepenuhnya padam meski saat kejadian sudah dipadampan oleh mobil pemadam kebakaran setempat, sehingga ketika terik siang pada Jumat, bara api di bawah permukaan gambut kembali menyala.",dipadampan,dipadamkan
"""Tidak ada permaafaan bagi pejabat pengadilan yang terus menggerus kewibawaan dan martabat peradilan,"" ujar Farid.",permaafaan,permaafan
Susanto mengaarkan pemutihan meteran air pelanggan itu.,mengaarkan,mengajarkan
"Pada awal Agustus, pengikut Front An-Nusra, yang memiliki kaitan dengan Al Qaida, dan ISIS memasukti Kota Kecil Arsal di perbatasan Lebanon Timurlaut.",memasukti,memasuki
"Kawasan wisata yang tergerus fulusnya lantaran banjir adalah provinsi-provinsi tengah Thailand sepanjang Sungai Chao Phraya, termasuk Bangkok dan Ayutthaya.",fulusnya,mulusnya
Suara ribut tersebut diikuti dengan suara seseorang yang terjebur ke dalam tambak lele.,terjebur,tercebur
"""Kami juga sudah fasilitasi keluarga kepada kakak alhmarhum terakhir Maret 2015.",alhmarhum,almarhum
"""Tapi kita tidak usah putus asa, karena jika dalam pelanyanan dasar sudah baik maka bisa diusulkan Dinas Kesehatan untuk ketersediaan jamu untuk pengobatan tradisional di Puskesmas.",pelanyanan,pelayanan
"""Tidak,"" kata Mourinho setelah imbang 1-1 dengan Liverpool dilasnsir ESPN.",dilasnsir,dilansir
"""Apakah polisi di Bandarlampung telah mempunyai peraturan baru yang membiarkan pelajar dibawah 17 tahun membawa kenadaraan roda dua,"" kata dia.",kenadaraan,kendaraan
"Karena, kejadian tersebut bisa terjadi di kamar mandi hinggga ruang kelas sekolah.",hinggga,hingga
Mantan legislator Ahmad Yani lolos administasi Pansel KPK,administasi,administrasi
"""Ini rapat pleno kedua di kepengurusan PBNU masa khidmad 2010--2015.",khidmad,khidmat
Tabrakan beruntun tersrbut menyebabkan arus lalu lintas dari dua arah Tasikmalaya menuju Bandung dan sebaliknya macet selama proses evakuasi kendaraan yang berlangsung selama 12 jam.,tersrbut,tersebut
"Stoffel Vandorne berhasil finis pertama, disusul Arthur Pic dan Artem Markelov.",Vandorne,Vandoorne
"Untuk kepentingan peyidikan kita membutuhkan bantuan beberapa pihak terkait, seperti izin dari Bank Indonesia.",peyidikan,penyidikan
"Jika KPK mau menerapkan hal yang sama kepada yang lain, saya yakin rakyat Indo-nesia akan hidup makmur dan sejahtera karena uang yang dikorup dikembalikan kepada rakyat yang berhak.",Indo-nesia,Indonesia
London (ANTARA News) - Sunderland merekrut bek Belanda  Patrick van Anhoolt dari Chelsea.,Anhoolt,Anholt
Survei dilakukan melalui metodelogi mutistage random sampling.,mutistage,multistage
"Semoga bangsa kita jdi bgsa yg mandiri aman n makmur... Smga pak jokowi bisa mnjadi presiden yg lbh mendahulukan kpentingan rakyat drpd kpentingan asing... Smg pak prabowo n pak jokowi bs bekerja sama untk mbangun bangsa ini... "" tulis Budi Indra Gunawan Hrp . """,kpentingan,kepentingan
Akibat tindakan para PKL yang menggelar dagangannya di pinggir jalan itu membuat arus lalu lintas di sekitar kawasan tersebut tmenjadi tersendat.,tmenjadi,menjadi
"Peringatan itu datang sehari setelah Korut mengatakan seorang agen mata-mata Korsel ditangkap baru-baru ini ketika berusaha mwnggunakan ""unsur-unsur yang tidak jujur"" untuk satu missi merusak sistem sosialnya.",mwnggunakan,menggunakan
"Jelas ini (kunci jawaban) sangat mersahkan dan merugikan,"" ujarnya.",mersahkan,meresahkan
"Yang pasti, kompor etanol kami benar-bebar menghasilkan panas yang dibutuhkan untuk memasak dengan cepat dan aman,"" jelasnya.",benar-bebar,benar-benar
"""Angka tersebut menenjukkan potensi Indonesia dalam mewujudkan Pusat Halal Dunia.",menenjukkan,menunjukkan
"Gambar-gambar yang diungah di media sosial menunjukkan orang-orang yang terluka tergeletak di tanah, di dalam dan luar terminal internasional.",diungah,diunggah
Hal itu terkait keberhasilan provinsi tersebut membuka satu juta lapangan pekerjaan dalam kurun waktgu tiga tahun terakhir.,waktgu,waktu
Upaya atau istilah mereka syareat pun dilakukan dengan meminta bantuan paranormal.,syareat,syariat
"Jikapun ada yang huniannya hingga 100 persen, namun di sisi lain ada juga yang masih 60 persen,"" kata Ketua PHRI Bali Tjokorda Oka Artha Ardana Sukawati, di Denpasar, Selasa.",Ardana,Ardhana
"""Kita harapkan, pembekalan dari ketua umum ini benar-benar dapat menjadi bekal sekaligus ilmu yang menfaat bagi para kader dan caleg dalam menghadapi Pemilu 2014,"" katanya.",menfaat,manfaat
"Komunitas ini mengagumi keindahan alam Samosir yang dikelilingi perairan Danau Toba, dan keramah-tamahan masyarakat sehingga tidak lagi merasakan kelelahan.",keramah-tamahan,keramahtamahan
"""Dari jumlah itu tercatat hampir 600 jenis yang berada di Indonesia, terutama yang berada di Wakatobe hampir 500 jenis, tapi kondisinya banyak yang rusak,"" katanya.",Wakatobe,Wakatobi
"Ketika ditanya persiapan yang diljalani pebalap asal Solo, Jawa Tengah tersebut, Pennywati, mengatakan, tenunya adalah persiapan fisik.",tenunya,tentunya
Secara kumulatif pada bulan Januari hingga April 2013 realisisi produksi di empat pabrik mencapai 652.657 ton pupuk urea atau melebihi target.,realisisi,realisasi
"Legal dnd Communication PT Angkasa Pura Bandara Internasional Juanda Liza Anindya di Sidoarjo, Sabtu mengatakan sejumlah penerbangan tersebut terpaksa dialihkan pendaratannya ke Bali dan Lombok.",dnd,and
"Memasuki dunia kampus, Anda akan  mengetahui jadwal perkuliahan dilakukan secara mandiri.",engetahui,mengetahui
